campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"worldcup2006","http://www.ndr.de:80/wm2002text/wm2002/interaktiv/chat/1006.html",2006-08-27T15:27:46,0.182958,0.089588,Relevant,""
"worldcup2006","http://www.news-item.de:80/2010/06/18/wm-2010-deutschland-gegen-serbien-serbien-weis-wann-sie-treten-mussen/",2010-08-20T03:03:59,0.110333,0.000000,NotRelevant,""
"worldcup2006","http://lotus-online.de/modules/article/index.php?op=getByAuthor&uid=43",2013-02-07T14:19:50,0.046000,0.000000,NotRelevant,""
"worldcup2006","http://cgi.ebay.de:80/Trampolin-Outdoor-Trampoline-305-cm-OHNE-Fangnetz-NEU-/110556004892?pt=DE_Baby_Kind_Spielzeug_Outdoor_Spielzeug&hash=item19bda6c21c",2010-11-30T16:56:22,0.026444,0.000000,NotRelevant,"Page cannot be displayed. But URL makes clear that it's not relevant."
"worldcup2006","http://www.ccfreunde.de/forum/showthread.php?p=273215",2012-11-20T13:09,0.041746,0.000000,NotRelevant,""
"worldcup2006","http://forum.spmgame.de/index.php?page=Board&boardID=27&pageNo=1&sortField=views&sortOrder=DESC&daysPrune=1000&status=&prefix=&languageID=0&s=36d6d09ccdc0d8b197dd7e587a1b865b0c1524bc",2013-03-26T17:08:14,0.119802,0.000000,NotRelevant,""
"worldcup2006","http://search.remichael.de:80/WM.html",2007-11-02T07:22:29,0.157717,0.000000,Relevant,""
"worldcup2006","http://www.dccv.de:80/cgi-data/forum1/messages/4219.html",2003-07-18T06:33:03,0.001878,0.000000,NotRelevant,""
"worldcup2006","http://www.fussballwmblog.de:80/ecuador/",2012-06-22T23:36:35,0.157550,0.812252,NotRelevant,""
"worldcup2006","http://www.fussballwmblog.de:80/ecuador/",2012-06-22T23:36:35,0.157550,0.812252,Relevant,""
"worldcup2006","http://www.gdl-bezirk-mitteldeutschland.de:80/Urteile____/Versicherungs-_und____/Reform_des_Haftungsrechts/reform_des_haftungsrechts.html",2003-02-28T04:50:02,0.059571,0.000000,NotRelevant,""
"worldcup2006","http://www.dha-online.de:80/html/pm/inhalt_aktuell_19102001.shtml",2002-09-02T01:51:23,0.173962,0.000000,NotRelevant,""
"worldcup2006","http://www.dha-online.de:80/html/pm/inhalt_aktuell_19102001.shtml",2002-09-02T01:51:23,0.173962,0.000000,NotRelevant,""
"worldcup2006","http://www.megaaauktion.de:80/cgi-bin/auktion/item.pl?item=2043",2005-10-29T22:11:34,0.021646,0.076954,Unknown,""Auction not found.""
"worldcup2006","http://creawelten.de/index.php?page=Register&s=8b6dc8278fe0aac7f25471873362b9731c75c020",2012-12-27T13:10:28,0.014293,0.000000,NotRelevant,""
"worldcup2006","http://www.liga-manager.de:80/index.php?menue=kader",2010-04-30T18:40:53,0.062981,0.000000,NotRelevant,""
"worldcup2006","http://files.clp-community.de:80/user/nikolausdorf94",2008-09-28T03:43:08,0.020733,0.000026,NotRelevant,""
"worldcup2006","http://www.kicktipp.de:80/lzh/tippspielplan?PHPSESSID=4da082ad775246217f6f90ed69dc593e",2006-07-25T04:53:20,0.114887,4.640518,Unknown,"Wayback Machine doesn't have that page archived."
"worldcup2006","http://www.dedel-power.de:80/home/wms/deutschland_2001_main.php4?",2010-05-01T07:32:25,0.143100,0.000000,NotRelevant,""
"worldcup2006","http://www.presseportal.de/pm/41574/2466597/neu-von-pons-auf-italienisch-mitreden-koennen-in-fuenf-stunden-mit-dem-mini-sprachkurs-von-pons",2013-05-09T06:06:38,0.062373,0.000000,NotRelevant,""
"worldcup2006","http://www.ev-fuessen.de:80/aktuell_feb01.htm",2004-01-15T19:54:41,0.153297,0.000000,NotRelevant,""
"worldcup2006","http://www.plutosport.de:80/epages/Plutosport.storefront/48b4f1e4002e05bb271ec0a800f20676/Product/View/8005&2D001&2D2",2008-09-14T09:53:45,0.026475,0.000000,NotRelevant,""
"worldcup2006","http://www.icio.de:80/tag/bundesliga+remis",2008-06-08T05:37,0.091768,0.000000,NotRelevant,""
"worldcup2006","http://www.stars-up.de:80/cgi-bin/WebObjects/starsup.woa/20/wa/HomepageAction/imprint?wosid=LqREi1b4Bew1tHZrAL",2001-03-24T01:00:24,0.001424,0.000000,NotRelevant,""
"worldcup2006","http://www.ebay.de/sch/Papiergeld-Welt-/12822/i.html?rt=nc&LH_ItemCondition=11&_fln=1&_ssov=1&_trksid=p3286.c0.m1539",2012-05-20T07:04:52,0.022091,0.000000,NotRelevant,""
"worldcup2006","http://www.altenforst.de:80/archiv/sportf97/modus.htm",2003-01-06T12:47:21,0.079179,0.000001,NotRelevant,""
"worldcup2006","http://www.endrunde.de:80/x/Deutschland-Weltmeister-10.html",2005-04-10T14:25:18,0.144071,0.000318,Junk,""
"worldcup2006","http://skyjagger.de:80/html/tips.htm",2003-02-16T00:56:03,0.000000,0.000001,NotRelevant,""
"worldcup2006","http://www.sueddeutsche.de:80/sport/bundesliga/artikel/76/165604/3/",2008-06-18T22:59:36,0.100417,0.000000,NotRelevant,""
"worldcup2006","http://kathreinmsk12.votingscout24.de:80/",2004-09-11T22:27:48,0.044878,0.000652,NotRelevant,""
"worldcup2006","http://www.trikotblog.de:80/tag/schweiz",2010-12-08T21:09:17,0.102483,0.000000,NotRelevant,""
"worldcup2006","http://parenting_und_families.english_books_firmenvorstand_shop_27.firmenvorstand.de:80/",2004-08-30T18:20:05,0.043622,0.000523,NotRelevant,""
"worldcup2006","http://www.webstyleboard.de/webdesign/web-grafikdesign/6311-der-hier-klicken-retro/?s=7d1f9b14f76154bad9ffe890522df77b7a1f788a",2012-08-01T02:26:56,0.059730,1.000000,NotRelevant,""
"worldcup2006","http://fussballweltmeisterschaft_1938.definition-info.de:80/robots.txt",2005-04-24T08:40:51,0.170901,0.000511,NotRelevant,""
"worldcup2006","http://www.sueddeutsche.de:80/sport/wm-england-deutschland-berauscht-vom-eigenen-zauber-1.966473",2012-08-19T13:40:12,0.126770,0.000000,NotRelevant,""
"worldcup2006","http://www.hsv-forum.de/archive/index.php/t-91911.html",2013-03-03T18:41:55,0.150297,0.000000,NotRelevant,""
"worldcup2006","http://www.tierarzt-talk2ex.de:80/Torwart.htm",2007-03-30T04:34:42,0.171476,0.000002,,""
"worldcup2006","http://www.visiosonic.de:80/amazon/FIFA-WM-2006-Die-Stars-Die-grossen-Superstars-des-Turniers-B000GWBROA.htm",2007-01-16T16:59,0.172886,0.152377,HighlyRelevant,""
"worldcup2006","http://www.wettstar.de/magazin/trabrennen-in-deutschland_trabrennen-in-muenchen-daglfing.php",2012-06-07T08:09:56,0.077744,0.000000,NotRelevant,""
"worldcup2006","http://www.lifego.de/blog/tag/luca-hanni/",2012-08-06T16:33:48,0.084057,0.000000,NotRelevant,""
"worldcup2006","http://qiumi.de/index.php?styleID=56&s=20552fbd66cda876041464f2b1b6448783d732a9&styleID=161&s=00dd6689a179f591860fbc08986c7ece20636fba",2013-03-21T02:37:52,0.038164,0.000000,NotRelevant,""
"worldcup2006","http://www.breitnigge.de/tag/amateure/",2013-05-15T06:25:12,0.115887,0.000000,NotRelevant,""
"worldcup2006","http://www.badische-zeitung.de:80/sc-hat-interesse-an-cedric-makiadi",2010-06-06T08:36:35,0.069319,0.000000,NotRelevant,""
"worldcup2006","http://team-fireabend.de:80/",2006-06-13T18:49:54,0.116335,0.977160,NotRelevant,""
"worldcup2006","http://themen.t-online.de/news/wm-2022",2013-05-04T22:18:13,0.135206,0.000000,NotRelevant,""
"worldcup2006","http://www.weltfussball.de/teams/ss-tritium-1908/",2012-04-02T16:37:41,0.084129,0.000000,NotRelevant,""
"worldcup2006","http://www.transfermarkt.de:80/en/_43831.html",2010-03-30T20:41:08,0.099134,0.000000,Unknown,"Page cannot be crawled or displayed due to robots.txt."
"worldcup2006","http://fanforum-deutschland.de/board27/?s=0f18813a87a103c18d38b899ff67b6167cdfe56f",2012-06-25T07:09:04,0.100903,0.000000,NotRelevant,""
"worldcup2006","http://meinsportblog.de:80/category/basketball/",2007-10-24T03:06:27,0.157206,0.000000,NotRelevant,""
"worldcup2006","http://myfhl.de:80/Liga-Tabelle/tab_statistik/liganame/deutschland1/action/torschuetzengesamt",2010-06-27T07:47:17,0.139875,0.000000,NotRelevant,""
"worldcup2006","http://forum.00de.de:80/archive/sport-und-fitness/deutschland-polen-t-32203.html",2007-08-22T10:23:26,0.152885,1.000000,NotRelevant,""
"worldcup2006","http://forum.00de.de:80/archive/sport-und-fitness/deutschland-polen-t-32203.html",2007-08-22T10:23:26,0.152885,1.000000,NotRelevant,""
"worldcup2006","http://www.kicktipp.de:80/al-ba/login?PHPSESSID=5692a16249cd3a6dc184a5fc54470d22",2007-05-18T13:35:28,0.006877,0.000000,Unknown,"Wayback Machine doesn't have that page archived."
