campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"election2009","http://ra-radlbeck.de:80/html/immobilienrecht.php",2010-09-29T21:50:36,0.018843,0.000208,NotRelevant,""
"election2009","http://wiki.piratenpartei.de:80/Diskussion:Bundestagswahl_2009",2009-07-07T08:39:40,0.137449,0.247129,HighlyRelevant,""
"election2009","http://parteien-news.de/modules.php?name=PresseMitteilungen&file=article&sid=3488",2013-01-30T19:15:42,0.127178,0.000000,NotRelevant,""
"election2009","http://www.zeit.de:80/2008/21/Zeitgeist",2009-10-15T16:04:46,0.085265,0.145256,NotRelevant,"wahl in US"
"election2009","http://www.nachhaltigkeits-guerilla.de:80/wir-fordern-zitronen-eis-bei-lpg-und-zwiebelkuchen-bei-penny/",2009-07-27T07:36:56,0.072636,0.772592,NotRelevant,""
"election2009","http://www.welches-girokonto.de:80/2009/11/",2011-03-07T11:07:36,0.081257,0.250000,NotRelevant,""
"election2009","http://www.spiegel.de:80/politik/deutschland/steinbrueck-spd-in-forsa-umfrage-erstmals-wieder-bei-30-prozent-a-860436.html",2012-10-13T01:40:13,0.088788,0.000000,NotRelevant,"politics"
"election2009","http://www.rf-news.de:80/rfnews/aktuell/Politik/article_html/News_Item.2006-04-13.2633",2007-01-01T08:32:42,0.057307,0.007723,NotRelevant,""
"election2009","http://www.stern.de:80/wahl-2009/bundestagswahl/der-17-bundestag-das-sind-ihre-abgeordneten-1511023.html",2009-10-01T16:33:53,0.164020,0.977160,HighlyRelevant,""
"election2009","http://risiko-schwarzgelb.de:80/2009/10/05/das-neue-kabinett-kohl/",2009-10-09T20:44:04,0.086889,0.850667,HighlyRelevant,""
"election2009","http://www.annos.de:80/html/d,65,000,PROF_Strecho_Z.htm",2007-02-11T10:47:45,0.005487,0.024946,NotRelevant,""
"election2009","http://www.staat.de:80/tag/der-staat/",2011-07-13T11:50:47,0.123953,0.000001,Relevant,""
"election2009","http://www.staat.de:80/tag/der-staat/",2011-07-13T11:50:47,0.123953,0.000001,NotRelevant,""
"election2009","http://www.staat.de:80/tag/der-staat/",2011-07-13T11:50:47,0.123953,0.000001,NotRelevant,""
"election2009","http://www.shopzilla.de:80/8N_-_cat_id--15708__oid--1877883604",2010-08-11T03:04:19,0.015133,0.000656,Junk,""
"election2009","http://blog.zeit.de/zweitstimme/category/wahlverhalten/",2012-01-17T07:38:50,0.139381,0.965936,HighlyRelevant,""
"election2009","http://www.bundeswahlleiter.de/de/bundestagswahlen/BTW_BUND_09/ergebnis_2005_umgerechnet/wahlkreisergebnisse/l09/wk230/",2011-01-13T14:58:32,0.160522,0.000018,HighlyRelevant,""
"election2009","http://www.immobilien.top24-immobilie.de:80/index/Immobilien/Deutschland/Saarland/Rehlingen-Siersburg.htm",2005-12-11T04:03:48,0.072298,0.004813,NotRelevant,""
"election2009","http://www.rp-online.de:80/news/wetter/index.phtml/stationen.phtml/1897651192/detail.phtml?stadt=176",2003-11-20T10:52:03,0.045238,0.000266,NotRelevant,""
"election2009","http://www.staat.de:80/2010/10/12/eu-will-nikotin-kaugummis-und-e-zigaretten-verbieten/",2010-10-20T20:13:35,0.123490,0.000157,NotRelevant,""
"election2009","http://zgj.de:80/s1-k76708-o1.html",2005-02-07T22:15:52,0.016153,0.001480,NotRelevant,""
"election2009","http://rotstehtunsgut.de/schlagwort/welt/",2013-05-09T23:05:46,0.110966,0.000008,NotRelevant,""
"election2009","http://www.halle-waehlt.de:80/wahlen/ob-wahl-2012/stichwahl/",2012-07-09T04:23:06,0.166639,0.000000,NotRelevant,"OB wahl in 2012"
"election2009","http://www.halle-waehlt.de:80/wahlen/ob-wahl-2012/stichwahl/",2012-07-09T04:23:06,0.166639,0.000000,NotRelevant,""
"election2009","http://www.henri-nannen-preis.de:80/shortlist_des_henri_nannen_preises_2010.php",2010-02-26T10:32:28,0.091059,0.962224,NotRelevant,""
"election2009","http://julia-seeliger.de/tag/bdk/",2010-10-09T20:32:10,0.110232,0.523647,Relevant,""
"election2009","http://www.solarrank.de:80/foerderung/",2010-09-02T06:09:19,0.052274,0.000394,NotRelevant,""
"election2009","http://www.presseportal.de/pm/53614/2173376/berliner-morgenpost-von-der-schulpflicht-zum-bildungsvergnuegen-leitartikel",2012-01-07T14:42:53,0.059047,0.000000,Unknown,"page is not displayed"
"election2009","http://isht.comdirect.de:80/html/news/marketreports/main.html?sNewsId=dpaafx_lite_de:1111398016&iOffset=0&iPage=1&sIsin=CH0012221716&sSym=ANN.ISE",2005-05-02T08:10:07,0.036651,0.002041,NotRelevant,""
"election2009","http://www.kirchenkreis-pasewalk.de:80/382.html",2009-08-27T22:46:13,0.022734,0.022354,NotRelevant,""
"election2009","http://www.ratgeber-lexikon.de:80/informationen/Kosice.shtml",2007-01-14T02:07:54,0.052002,0.022365,NotRelevant,""
"election2009","http://www.wahl.de:80/themen/faktenchecker",2011-03-05T23:47:14,0.140695,0.000006,NotRelevant,""
"election2009","http://www.wahl.de:80/themen/faktenchecker",2011-03-05T23:47:14,0.140695,0.000006,NotRelevant,""
"election2009","http://www.pnp.de:80/nachrichten/artikel.php?cid=29-16459226&Ressort=pol&BNR=0",2007-07-12T08:11:49,0.070214,0.044536,Relevant,""
"election2009","http://piratig.de/2009/09/03/offener-brief-an-stefan-raab/?replytocom=247",2012-04-19T07:46:11,0.119052,0.911722,NotRelevant,""
