campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"worldcup2010","http://www.sueddeutsche.de/sport/2.220/fuehrungsdebatte-bei-den-loewen-aufsichtsratschef-dementiert-ruecktrittsdrohung-1.1601392",2013-05-10T09:15:52,0.119810,0.000000,NotRelevant,""
"worldcup2010","http://www.melzer.de:80/web-lexikon/h/ha/hanno.html",2005-02-14T20:23:47,0.037964,0.000000,NotRelevant,""
"worldcup2010","http://www.arena-aufschalke.de:80/news_020415_2.htm",2002-07-31T08:03:05,0.139972,0.000000,NotRelevant,"wm 2006"
"worldcup2010","http://www.duisburgmulticasa.de:80/cgi-bin/forenserver/foren/F_0141/cutecast.pl?session=kUY7qWPNtE7FdM2HOcwfYhcTe2&action=help",2007-02-20T09:48:24,0.023453,0.000000,NotRelevant,""
"worldcup2010","http://www.fussballdaten.de:80/vereine/spartarotterdam/vvvvenlo/",2009-12-16T04:37:50,0.090514,0.000018,NotRelevant,"football in general"
"worldcup2010","http://www.sport1.de:80/de/motorsport/motorrad/motogp/artikel_602537.html",2012-08-23T22:11:54,0.081435,0.000000,NotRelevant,""
"worldcup2010","http://neon.stern.de:80/user/sunkist/?anf=0",2004-08-03T19:09:10,0.029428,0.000000,NotRelevant,""
"worldcup2010","http://golf-log.de/2008/09/06/",2010-11-01T15:34:08,0.087261,0.000594,Relevant,""
"worldcup2010","http://spielverlagerung.de/2012/07/15/gloria-ajax-oder-die-totale-fusballrevolution/?replytocom=10636",2013-01-30T17:11:44,0.110693,0.000000,NotRelevant,"relevant for football in general"
"worldcup2010","http://www.fussballboom.de:80/cristiano-ronaldo-ac-mailand-lockt-superstar-von-real-madrid-200-mio-euro/",2012-07-16T06:11:50,0.100382,0.000000,NotRelevant,"relevant for football in general"
"worldcup2010","http://www.n-tv.de:80/sport/fussball/Spieldetails-article2396256.html?gameID=E_130519&season=2011&league=51&round=34&divKey=2",2012-05-08T16:22:17,0.061638,0.000077,NotRelevant,"missing stylesheet / layout. relevant for football in general, but not for specific topic"
"worldcup2010","http://www.spieleradar.de:80/Xbox360/videos/fifa-11/12_17445_1.html",2010-12-08T06:03:05,0.094385,0.019047,NotRelevant,"xbox zu fifa"
"worldcup2010","http://wm-2010-news.de:80/kategorie/gruppe-b/",2012-02-24T12:11:13,0.177197,1.000000,HighlyRelevant,""
"worldcup2010","http://www.hundkmesse.de:80/index.php?id=1953&tipUrl=http://www.hundkmesse.de/index.php?id=3324",2010-10-04T17:43:17,0.004279,0.056608,NotRelevant,""
"worldcup2010","http://www.melbar.de:80/Schaukampf/Schaukampf-Shop/Schaukampfdolche/Schaukampfdolche_Mittelalter-Schaukampfdolch_M2981022.html",2008-09-30T16:15:46,0.028555,0.000791,NotRelevant,""
"worldcup2010","http://produktdesign.hfg-karlsruhe.de/studenten.php?filter=Studenten,Alumni&id=64",2007-12-25T03:22:07,0.000000,0.000031,NotRelevant,""
"worldcup2010","http://www.mike-bueskens.de:80/tagebuch_0208.htm",2004-12-14T18:26:19,0.120805,0.000000,NotRelevant,""
"worldcup2010","http://ottche-wawa.de",2013-04-29T23:10:03,0.000000,0.000000,Unknown,"no content"
"worldcup2010","http://www.fifa-kult.de:80/index.php?show=fifa2005_spielerinfo",2009-08-12T07:00:30,0.148116,0.000812,NotRelevant,"2005"
"worldcup2010","http://wm-2010-news.de:80/niederlande-vs-daenemark-die-aufstellungen/",2010-06-23T23:48:24,0.157061,1.000000,HighlyRelevant,""
"worldcup2010","http://blogblume.de/auch-im-internet-gibts-schlechte-menschen/?replytocom=188",2011-12-15T06:26:47,0.043151,0.001740,NotRelevant,""
"worldcup2010","http://www.chances.de:80/article.php?news_id=1108123388&thema=Karriere+bei+...&menu_parent=1034088241",2005-03-16T10:22:09,0.041459,0.000000,NotRelevant,""
"worldcup2010","http://www.z-zero.de/index.php?page=game-review-mariotennis",2012-02-22T03:03:21,0.057279,0.000000,NotRelevant,""
"worldcup2010","http://www.roller.de:80/shop/a3047c60690c541c974a87554c3bb28139c03f9f11cf74df1c-so--35-4420.html",2008-04-29T20:41:24,0.002720,0.000134,NotRelevant,""
"worldcup2010","http://wm-2010-aktuell.de:80/wm-2010-aktuell/wm-2010-vorbereitung-der-dfb-elf/",2010-04-08T00:01:53,0.151326,0.185137,HighlyRelevant,""
"worldcup2010","http://wm2006.seitenstark.de:80/hintergrund/index.html",2006-06-14T05:04:13,0.167671,0.000000,NotRelevant,"WM 2006"
