campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"pope2005","http://attendorner-geschichten.freymedia.de:80/category/reiseberichte/",2010-02-21T08:57:52,0.036733,0.000000,NotRelevant,""
"pope2005","http://www.katholisch.de:80/10159_10144.htm",2005-12-18T03:08:49,0.147506,0.003715,Relevant,""
"pope2005","http://www.kostenloser-preisvergleich.de:80/kurzinfo/DVD-Papst-Johannes-Paul-II-Die-Biographie.html",2007-08-31T17:40:18,0.161307,1.000000,NotRelevant,"Difficult: The content of the linked books probably fits the topic. But the shop itself not."
"pope2005","http://ka-forum.de:80/thread.php?threadid=2239&amp;threadview=1&amp;hilight=&amp;hilightuser=0&amp;sid=889259ab66bded01a7b4b8340a7d2599",2005-12-11T06:20:08,0.007311,0.000000,NotRelevant,""
"pope2005","http://www.st-johannes-rheda.de:80/messdiener.html",2001-03-10T10:51:24,0.082064,0.000000,NotRelevant,""
"pope2005","http://sermon-online.de/search.pl?lang=de&id=0&title=&biblevers=&searchstring=1.%20Samuel&author=0&language=24&category=0&mediatype=0&order=12&play=0&start=3851&count=25",2012-10-26T10:51:37,0.052689,0.000000,NotRelevant,""
"pope2005","http://www.pixelkids.de:80/cgi-bin/ikonboard/post.cgi?action=replyquote&forum=18&topic=1&postno=5",2004-03-27T14:09:48,0.028488,0.000000,NotRelevant,""
"pope2005","http://hure-babylon.de:80/nr-28-pergamon-altar-der-sitz-satans-und-seines-pontifex-maximus/",2012-08-31T05:48:41,0.092080,0.000000,NotRelevant,""
"pope2005","http://www.dnyacht.de:80/dngermany/results/wm03.htm",2005-02-26T19:33:23,0.026224,0.000000,NotRelevant,""
"pope2005","http://www.fortunecity.de:80/wolkenkratzer/mac/936/docs/40g.htm",2002-02-20T17:36:38,0.165699,0.000000,NotRelevant,""
"pope2005","http://www.twikle.de/franziskus-r-98324-14.htm",2013-09-14T12:30:21,0.101227,0.000000,NotRelevant,""
"pope2005","http://forum.hna.de:80/forum/viewtopic.php?id=143&p=1",2007-08-13T05:52:19,0.169170,0.000000,HighlyRelevant,""
"pope2005","http://www.bundesregierung.de/dokumente/,-818409/Artikel/dokument.print.htm",2005-05-02T17:46:29,0.255453,1.023374,HighlyRelevant,""
"pope2005","http://www.zeit.de/2011/24/Metropole-Berlin/komplettansicht?commentstart=9",2011-09-17T14:30:30,0.051744,0.000000,NotRelevant,""
"pope2005","http://innozenz_xiii.n25.de:80/",2006-03-07T03:17:14,0.196973,0.000599,NotRelevant,""
"pope2005","http://www.impodoc.de:80/forum/read.php?f=1&i=3339&t=3339&v=f",2005-01-16T01:35:04,0.017394,0.000000,NotRelevant,""
"pope2005","http://www.sueddeutsche.de/thema/Papst_Franziskus",2013-05-04T22:19:27,0.109216,0.000000,NotRelevant,""
"pope2005","http://www.yoxxoy.de:80/kirchen-uebersicht.php",2004-09-12T02:41:34,0.058856,0.000000,Junk,""
"pope2005","http://home.t-online.de:80/home/ch.reuss/einblick.htm",2001-08-19T00:58:58,0.182198,0.000000,NotRelevant,""
