campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"election2002","http://www.br-online.de:80/bayern-heute/thema/obwahl-landshut/steinberger.xml",2008-01-09T12:47:10,0.047690,0.000000,NotRelevant,""
"election2002","http://www.zeit.de:80/1998/29/Bayern_first?page=2",2009-09-01T16:20:47,0.075546,0.000000,NotRelevant,""
"election2002","http://rotstehtunsgut.de/schlagwort/bremen/",2013-05-09T22:54:32,0.076534,0.000000,NotRelevant,""
"election2002","http://www.allianz-graue-panther.de:80/index.php?id=pressemitteilungen",2011-12-09T18:59:05,0.086683,0.000000,NotRelevant,""
"election2002","http://www.dielinke-sachsen.de:80/pipermail/sachsen-info/Week-of-Mon-20051121/000132.html",2008-05-09T17:37:13,0.099833,0.000000,NotRelevant,""
"election2002","http://www.presseportal.de/pm/6329/.google-analytics.com/ga.js",2012-09-12T07:21:40,0.095726,0.000000,Junk,""
"election2002","http://bundespresseportal.de/bremen/item/14125-milliarden-verschwendung-h%C3%B6chst-verantwortungslos-friedensforum-fordert-keine-neuen-drohnen-f%C3%BCr-die-bundeswehr.html",2013-08-06T05:27:16,0.110434,0.000000,NotRelevant,""
"election2002","http://ci2553807.auktion-hq.de:80/so5907199.html",2004-05-09T19:12:27,0.002275,0.000001,Junk,""
"election2002","http://www.berlin.spd.de:80/servlet/PB/menu/1019032_eprj-print/index.html?project=SPD-Berlin",2002-11-07T07:17:55,0.194484,0.353553,,""
"election2002","http://www.hier-luebeck.de:80/2009/02/",2011-10-17T01:10:49,0.041141,0.000000,NotRelevant,""
"election2002","http://www.linuxmaniac.de:80/keyword/Guido_Westerwelle.php",2005-01-04T20:06:31,0.137787,0.000000,HighlyRelevant,""
"election2002","http://www.jens-kleemann.de:80/wissen/bildung/wikipedia/g/gu/guido_westerwelle.html",2005-08-17T14:50:54,0.122403,0.000000,HighlyRelevant,""
"election2002","http://www.bmfsfj.de:80/BMFSFJ/root,did=116972.html",2012-03-31T23:40:56,0.033605,0.000000,NotRelevant,""
"election2002","http://nina-ruge.zdf.de:80/ZDFde/inhalt/8/0,1872,1501000_date:20070904-page:4-seg:2400,00.html",2007-10-06T23:21:14,0.021042,0.000000,Unknown,""
"election2002","http://www.zeit.de/politik/2012-04/index?base_date=2012-04-09T11:18:36Z",2012-08-29T17:02:37,0.080741,0.000000,NotRelevant,""
"election2002","http://online-betreuung.de:80/index.php/FDP_(Deutschland)",2005-05-15T11:14:19,0.113119,0.000000,Relevant,""
"election2002","http://www.liberale-akademiker.de:80/portal.presse.php?id=6101&amp;PHPSESSID=80520763b65882fbd469372b495add0e",2006-03-23T02:48:45,0.109688,0.000000,NotRelevant,""
"election2002","http://www.wiwo.de:80/service/tags/wahlen-320.html",2009-05-15T22:24:29,0.119446,0.000000,NotRelevant,""
"election2002","http://berlin.spd.de:80/servlet/PB/menu/1018933/index.html",2002-09-24T06:13:06,0.172846,0.969459,HighlyRelevant,""
"election2002","http://www.bundeswahlleiter.de/de/bundestagswahlen/BTW_BUND_09/zugelassene_parteien/",2013-04-24T21:45:01,0.123649,0.000000,NotRelevant,""
"election2002","http://www.2003dasjahrderbibel.de:80/termine_events/termin_details.php?kennung=2344",2003-08-28T13:06:10,0.002941,0.000315,NotRelevant,""
"election2002","http://sozialisten.de/politik/publikationen/disput/view_html?zid=27071&bs=1&n=23",2005-06-08T02:51:36,0.044703,0.000000,NotRelevant,""
"election2002","http://ioff.de/member.php?u=20970",2013-06-13T23:17:12,0.012551,0.000000,NotRelevant,""
"election2002","http://www.cducsu.de/Titel__publikationen/TabID__13/SubTabID__100/InhaltTypID__16/Jahr__2013/Monat__4/Tag__10/ThemenID__2000/StichwortID__79000/inhalte.aspx",2013-05-01T12:03:35,0.055768,0.031858,Unknown,""
"election2002","http://www.jf-archiv.de:80/archiv03/253yy15.htm",2004-01-27T06:00:48,0.158002,0.002296,,""
"election2002","http://www.aillyacum.de/Dt/Wahlen-Deutschland/2001/Berlin-AGH.html",2007-11-10T19:42:15,0.141852,0.192406,NotRelevant,""
"election2002","http://www.oberpfalznetz.de:80/nachrichten/2225983-510-ausschreitungen_in_athen,1,0.html",2010-03-07T22:39:24,0.042605,0.000000,NotRelevant,""
"election2002","http://www.martin-schwanholz.de/content/57214.php?print=1",2013-01-03T18:31:20,0.061199,0.000000,NotRelevant,""
"election2002","http://toncar.abgeordnete.liberale.de/Pressemitteilungen-aus-dem-Bereich-Wirtschaft-Finanzen-und-Haushalt/494c348/index.html?id=17621&suche=AK%202:%20Wirtschaft%20und%20Finanzen",2013-01-03T13:43:45,0.032325,0.000000,Unknown,""
"election2002","http://www.statistik.sachsen.de:80/pls/wpr_neu/pkg_w04_erg.prc_erg_ew?p_bz_bzid=EW04&p_ebene=WK&p_ort=14263",2004-09-11T07:33:47,0.083609,0.000000,Unknown,""
"election2002","http://www.stern.de:80/wahl-2009/bundestagswahl/2-nach-wahl-tickernach-wahl-ticker-deutsche-nehmen-steuerversprechen-nicht-ernst-1511262.html",2009-12-03T16:06:51,0.162886,0.000000,,""
"election2002","http://www.bundestag.de:80/aktuell/hib/2001_127/01.html",2002-01-13T07:11:57,0.035304,0.145816,NotRelevant,""
"election2002","http://www.halle-waehlt.de:80/wahlen/ob-wahl-2012/stichwahl/",2012-07-09T04:23:06,0.140667,0.000000,,""
"election2002","http://www.meinestadt.de:80/coswig-dresden/dsl/anbieter/1-und-1",2011-03-14T13:27:38,0.024747,0.000000,NotRelevant,""
"election2002","http://www.dw-world.de/popups/popup_printcontent/0,,5600336,00.html",2011-02-18T16:50:22,0.074663,0.000000,NotRelevant,""
"election2002","http://establishing-lifestyle.de:80/",2006-02-22T16:09:24,0.006492,0.000000,NotRelevant,""
"election2002","http://www.ayrent.de:80/mieten-sport-freizeit-outdoor-klettern/",2009-09-12T21:19:24,0.009352,0.000000,NotRelevant,""
"election2002","http://www.presseportal.de:80/pm/62589/1480108/vz_netzwerke",2009-11-05T05:22:36,0.076575,0.000000,NotRelevant,""
"election2002","http://www.bamberg.de:80/wahl_btw02/wahlergebnisse/B_4_2374711450002E.html",2004-11-09T06:31:18,0.141931,0.977160,HighlyRelevant,""
"election2002","http://www.presseportal.de:80/pm/2790/der-tagesspiegel?keyword=97",2012-02-18T08:46:01,0.101216,0.000000,NotRelevant,""
"election2002","http://www.diewelt.de:80/daten/2002/07/23/0723de346203.htx?print=1",2002-08-04T21:08:49,0.139427,0.790650,HighlyRelevant,""
"election2002","http://szonnet.diz-muenchen.de:80/REGIS_A12122434",2001-05-11T05:06:20,0.122179,0.128415,HighlyRelevant,""
"election2002","http://heidi-schmitt.de:80/tag/plakate/",2011-07-27T21:42:55,0.081757,0.000000,NotRelevant,""
