campaign,url,timestamp,contentRelevance,timeRelevance,vote,comment
"election2013","http://www.stern.de:80/digital/online/open-street-mapper-wikipedia-fuer-navigationskarten-1504250.html",2009-08-26T09:25:05,0.054782,0.003161,NotRelevant,""
"election2013","http://www.milando.de:80/search.php?cat=2555&so=3&spd=3102990&av=",2005-01-25T21:15:52,0.041721,0.000000,Unknown,"page is not displayed"
"election2013","http://www.trittauer-gesangverein.de:80/themes/contact_service/translation.htm",2007-08-08T14:12:52,0.015752,0.000182,NotRelevant,""
"election2013","http://www.planet-sports.de:80/advanced_search_result.html?detailtag=1&keywords=tench",2011-03-23T04:51:33,0.025087,0.029638,NotRelevant,""
"election2013","http://wahl.de/themen/ifo",2011-04-15T16:41:33,0.120032,0.032449,NotRelevant,""
"election2013","http://www.bol.de/shop/bol-nintendo-special/rubrikartikel/star_fox_64_3d_3ds/EAN0045496521004/ID29394624.html",2012-06-23T00:19:39,0.036091,0.056983,NotRelevant,""
"election2013","http://konsumpf.de/?tag=beschallung",2012-05-11T08:42:24,0.051902,0.146630,NotRelevant,""
"election2013","http://log-in.fachdid.fu-berlin.de:80/archiv/1998/2/euro.html",1999-04-21T11:40:31,0.079596,0.000000,NotRelevant,""
"election2013","http://callofduty.4players.de/board24-off-topic/board38-jukebox-die-musikabteilung/?s=da97c54504c83a6dcffe09436a6a11066e6d5c90",2011-09-18T13:49:52,0.038679,0.056545,NotRelevant,""
"election2013","http://tusvinnhorst.di-side.de:80/ntt-home.html?",2010-10-27T03:08:23,0.032990,0.016427,NotRelevant,""
"election2013","http://vaeternotruf.de/jugendamt-jena.htm",2013-03-09T00:50:25,0.084591,0.041875,NotRelevant,""
"election2013","http://www.asiankisses.de:80/login.php?l=en&PHPSESSID=c84154f882f1b5389b654aa2fcf49f0d",2006-03-20T08:17:39,0.009872,0.000026,Unknown,"page is not displayed"
"election2013","http://www.n-tv.de:80/politik/Linkspartei-sackt-ab-article64861.html",2009-12-12T12:22:24,0.103866,0.004922,NotRelevant,"2009"
"election2013","http://www.ngo-online.de:80/categories/energie/",2010-07-07T14:48:35,0.141436,0.000001,Unknown,"not displayed"
"election2013","http://www.localtips.de:80/tag/britney-spears/",2009-06-08T17:49:22,0.110303,0.002359,NotRelevant,"2009"
"election2013","http://wefind.stern.de/politik/archiv/artikel/2009",2012-04-07T23:45:56,0.087259,0.005295,NotRelevant,""
"election2013","http://newsticker.sueddeutsche.de:80/list/id/1350757",2012-08-16T23:25:32,0.087878,0.212667,NotRelevant,""
"election2013","http://www.halle-waehlt.de/vertreter/im-bundestag/",2013-04-04T16:22:32,0.169989,0.511687,,""
"election2013","http://abmahnung-blog.de/andere-rechtsgebiete/musikpiraten-wollen-die-gema-anzeigen",2013-02-07T11:57:48,0.058026,0.009730,NotRelevant,""
